,rt,response,subj_idx,condition,session,cond_v
0,-1.0,0.0,0,go,1.0,go1
1,0.7806773196130706,1.0,0,go,1.0,go1
2,0.8552373702716811,1.0,0,go,1.0,go1
3,1.592927913292523,1.0,0,go,1.0,go1
4,0.5627227022750015,1.0,0,go,1.0,go1
5,1.1402413175346977,1.0,0,go,1.0,go1
6,0.856899771013536,1.0,0,go,1.0,go1
7,3.4353961875835624,1.0,0,go,1.0,go1
8,1.6695186102482138,1.0,0,go,1.0,go1
9,0.7061596647195326,1.0,0,go,1.0,go1
10,-1.0,0.0,0,go,1.0,go1
11,0.7261926620172615,1.0,0,go,1.0,go1
12,0.9235621034973182,1.0,0,go,1.0,go1
13,0.638917386139199,1.0,0,go,1.0,go1
14,0.6458706661225617,1.0,0,go,1.0,go1
15,-1.0,0.0,0,go,1.0,go1
16,0.44300672324584145,1.0,0,go,1.0,go1
17,1.5830603987022482,1.0,0,go,1.0,go1
18,0.6487751034613725,1.0,0,go,1.0,go1
19,4.088100475307424,1.0,0,go,1.0,go1
20,1.5234631730284067,1.0,0,go,1.0,go1
21,-1.0,0.0,0,go,1.0,go1
22,1.1636786569176092,1.0,0,go,1.0,go1
23,1.8397229267435993,1.0,0,go,1.0,go1
24,1.0731908902326999,1.0,0,go,1.0,go1
25,1.038655821696847,1.0,0,go,1.0,go1
26,-1.0,0.0,0,go,1.0,go1
27,1.3282473962621388,1.0,0,go,1.0,go1
28,0.9397957282051094,1.0,0,go,1.0,go1
29,0.7530869344618969,1.0,0,go,1.0,go1
30,1.5045247918245441,1.0,0,go,1.0,go1
31,0.44196194322485016,1.0,0,go,1.0,go1
32,0.5315257086138778,1.0,0,go,1.0,go1
33,0.8407981099161472,1.0,0,go,1.0,go1
34,-1.0,0.0,0,go,1.0,go1
35,2.091021784622578,1.0,0,go,1.0,go1
36,0.7107100130927132,1.0,0,go,1.0,go1
37,-1.0,0.0,0,go,1.0,go1
38,0.7956890337725531,1.0,0,go,1.0,go1
39,-1.0,0.0,0,go,1.0,go1
40,-1.0,0.0,0,go,1.0,go1
41,0.6301752189328277,1.0,0,go,1.0,go1
42,1.5878982658268426,1.0,0,go,1.0,go1
43,0.761743138709329,1.0,0,go,1.0,go1
44,0.9573083416963539,1.0,0,go,1.0,go1
45,0.812191397381129,1.0,0,go,1.0,go1
46,1.6994780234816913,1.0,0,go,1.0,go1
47,-1.0,0.0,0,go,1.0,go1
48,1.851545157841319,1.0,0,go,1.0,go1
49,1.480023203798785,1.0,0,go,1.0,go1
50,0.5961963852798542,1.0,0,go,1.0,go1
51,1.1213310380267951,1.0,0,go,1.0,go1
52,1.830726830463225,1.0,0,go,1.0,go1
53,1.7063913013251235,1.0,0,go,1.0,go1
54,0.8094089155378656,1.0,0,go,1.0,go1
55,-1.0,0.0,0,go,1.0,go1
56,2.1521811167355103,1.0,0,go,1.0,go1
57,0.7706488017044053,1.0,0,go,1.0,go1
58,-1.0,0.0,0,go,1.0,go1
59,-1.0,0.0,0,go,1.0,go1
60,0.5453800116463167,1.0,0,go,1.0,go1
61,0.6920493268039267,1.0,0,go,1.0,go1
62,-1.0,0.0,0,go,1.0,go1
63,2.169565372793171,1.0,0,go,1.0,go1
64,0.573592405800246,1.0,0,go,1.0,go1
65,0.5854279226178757,1.0,0,go,1.0,go1
66,1.4363183501628438,1.0,0,go,1.0,go1
67,0.557767285899632,1.0,0,go,1.0,go1
68,0.46884335118673054,1.0,0,go,1.0,go1
69,0.8131146564396607,1.0,0,go,1.0,go1
70,0.8057656356741653,1.0,0,go,1.0,go1
71,0.6811253087075135,1.0,0,go,1.0,go1
72,2.0151194003954456,1.0,0,go,1.0,go1
73,0.8875636218403744,1.0,0,go,1.0,go1
74,-1.0,0.0,0,go,1.0,go1
75,1.22063873768582,1.0,0,go,1.0,go1
76,0.7073716388602039,1.0,0,go,1.0,go1
77,-1.0,0.0,0,go,1.0,go1
78,-1.0,0.0,0,go,1.0,go1
79,1.596178488983085,1.0,0,go,1.0,go1
80,-1.0,0.0,0,go,1.0,go1
81,3.0115985647306114,1.0,0,go,1.0,go1
82,0.6589234087799032,1.0,0,go,1.0,go1
83,0.44600898241827636,1.0,0,go,1.0,go1
84,0.6541796364734678,1.0,0,go,1.0,go1
85,0.741087746178609,1.0,0,go,1.0,go1
86,1.9921637054026196,1.0,0,go,1.0,go1
87,5.810306611020723,1.0,0,go,1.0,go1
88,0.3996290877557064,1.0,0,go,1.0,go1
89,1.4898993773639617,1.0,0,go,1.0,go1
90,3.386691465713227,1.0,0,go,1.0,go1
91,0.9679391424919794,1.0,0,go,1.0,go1
92,0.46741284047328285,1.0,0,go,1.0,go1
93,0.7126837327185797,1.0,0,go,1.0,go1
94,2.1838457206900777,1.0,0,go,1.0,go1
95,-1.0,0.0,0,go,1.0,go1
96,5.021542972999798,1.0,0,go,1.0,go1
97,3.963060533045245,1.0,0,go,1.0,go1
98,-1.0,0.0,0,go,1.0,go1
99,-1.0,0.0,0,go,1.0,go1
100,0.7128936053438745,1.0,0,go,1.0,go1
101,1.400609128429585,1.0,0,go,1.0,go1
102,1.8488902756194052,1.0,0,go,1.0,go1
103,1.2007180548927316,1.0,0,go,1.0,go1
104,1.3075489630265373,1.0,0,go,1.0,go1
105,1.4582672053560177,1.0,0,go,1.0,go1
106,-1.0,0.0,0,go,1.0,go1
107,0.9077690428259226,1.0,0,go,1.0,go1
108,-1.0,0.0,0,go,1.0,go1
109,1.4706439726843843,1.0,0,go,1.0,go1
110,-1.0,0.0,0,go,1.0,go1
111,0.8415827315505578,1.0,0,go,1.0,go1
112,1.9289352703886804,1.0,0,go,1.0,go1
113,0.4665471760028971,1.0,0,go,1.0,go1
114,0.5265498902324315,1.0,0,go,1.0,go1
115,-1.0,0.0,0,go,1.0,go1
116,-1.0,0.0,0,go,1.0,go1
117,2.3869754301240276,1.0,0,go,1.0,go1
118,-1.0,0.0,0,go,1.0,go1
119,2.9531628738575226,1.0,0,go,1.0,go1
120,-1.0,0.0,0,go,1.0,go1
121,1.1734116712970106,1.0,0,go,1.0,go1
122,0.630119242497599,1.0,0,go,1.0,go1
123,0.9766376825183489,1.0,0,go,1.0,go1
124,-1.0,0.0,0,go,1.0,go1
125,0.9085896035512044,1.0,0,go,1.0,go1
126,1.11863086700127,1.0,0,go,1.0,go1
127,0.5537564227176464,1.0,0,go,1.0,go1
128,0.7433023235936989,1.0,0,go,1.0,go1
129,0.7183066581786779,1.0,0,go,1.0,go1
130,0.6686043691784539,1.0,0,go,1.0,go1
131,0.6376985983999788,1.0,0,go,1.0,go1
132,0.6551042535960262,1.0,0,go,1.0,go1
133,0.43822291005852637,1.0,0,go,1.0,go1
134,0.626666753614442,1.0,0,go,1.0,go1
135,1.3120308994257368,1.0,0,go,1.0,go1
136,0.7860890264966695,1.0,0,go,1.0,go1
137,-1.0,0.0,0,go,1.0,go1
138,-1.0,0.0,0,go,1.0,go1
139,-1.0,0.0,0,go,1.0,go1
140,-1.0,0.0,0,go,1.0,go1
141,1.5434671482939446,1.0,0,go,1.0,go1
142,3.364828411791736,1.0,0,go,1.0,go1
143,-1.0,0.0,0,go,1.0,go1
144,1.0231336712424415,1.0,0,go,1.0,go1
145,0.6350377429066572,1.0,0,go,1.0,go1
146,2.0000202459491394,1.0,0,go,1.0,go1
147,0.7304344875321684,1.0,0,go,1.0,go1
148,4.785441371139735,1.0,0,go,1.0,go1
149,1.3512978963287108,1.0,0,go,1.0,go1
150,-1.0,0.0,0,nogo,1.0,nogo1
151,-1.0,0.0,0,nogo,1.0,nogo1
152,-1.0,0.0,0,nogo,1.0,nogo1
153,-1.0,0.0,0,nogo,1.0,nogo1
154,-1.0,0.0,0,nogo,1.0,nogo1
155,-1.0,0.0,0,nogo,1.0,nogo1
156,-1.0,0.0,0,nogo,1.0,nogo1
157,-1.0,0.0,0,nogo,1.0,nogo1
158,-1.0,0.0,0,nogo,1.0,nogo1
159,-1.0,0.0,0,nogo,1.0,nogo1
160,-1.0,0.0,0,nogo,1.0,nogo1
161,-1.0,0.0,0,nogo,1.0,nogo1
162,-1.0,0.0,0,nogo,1.0,nogo1
163,-1.0,0.0,0,nogo,1.0,nogo1
164,-1.0,0.0,0,nogo,1.0,nogo1
165,-1.0,0.0,0,nogo,1.0,nogo1
166,-1.0,0.0,0,nogo,1.0,nogo1
167,-1.0,0.0,0,nogo,1.0,nogo1
168,-1.0,0.0,0,nogo,1.0,nogo1
169,-1.0,0.0,0,nogo,1.0,nogo1
170,-1.0,0.0,0,nogo,1.0,nogo1
171,-1.0,0.0,0,nogo,1.0,nogo1
172,-1.0,0.0,0,nogo,1.0,nogo1
173,-1.0,0.0,0,nogo,1.0,nogo1
174,-1.0,0.0,0,nogo,1.0,nogo1
175,-1.0,0.0,0,nogo,1.0,nogo1
176,-1.0,0.0,0,nogo,1.0,nogo1
177,-1.0,0.0,0,nogo,1.0,nogo1
178,1.424588696853986,1.0,0,nogo,1.0,nogo1
179,-1.0,0.0,0,nogo,1.0,nogo1
180,-1.0,0.0,0,nogo,1.0,nogo1
181,-1.0,0.0,0,nogo,1.0,nogo1
182,-1.0,0.0,0,nogo,1.0,nogo1
183,-1.0,0.0,0,nogo,1.0,nogo1
184,-1.0,0.0,0,nogo,1.0,nogo1
185,-1.0,0.0,0,nogo,1.0,nogo1
186,-1.0,0.0,0,nogo,1.0,nogo1
187,4.341884295316607,1.0,0,nogo,1.0,nogo1
188,-1.0,0.0,0,nogo,1.0,nogo1
189,-1.0,0.0,0,nogo,1.0,nogo1
190,-1.0,0.0,0,nogo,1.0,nogo1
191,-1.0,0.0,0,nogo,1.0,nogo1
192,-1.0,0.0,0,nogo,1.0,nogo1
193,-1.0,0.0,0,nogo,1.0,nogo1
194,-1.0,0.0,0,nogo,1.0,nogo1
195,-1.0,0.0,0,nogo,1.0,nogo1
196,-1.0,0.0,0,nogo,1.0,nogo1
197,-1.0,0.0,0,nogo,1.0,nogo1
198,-1.0,0.0,0,nogo,1.0,nogo1
199,-1.0,0.0,0,nogo,1.0,nogo1
200,-1.0,0.0,0,nogo,1.0,nogo1
201,-1.0,0.0,0,nogo,1.0,nogo1
202,-1.0,0.0,0,nogo,1.0,nogo1
203,-1.0,0.0,0,nogo,1.0,nogo1
204,-1.0,0.0,0,nogo,1.0,nogo1
205,-1.0,0.0,0,nogo,1.0,nogo1
206,-1.0,0.0,0,nogo,1.0,nogo1
207,-1.0,0.0,0,nogo,1.0,nogo1
208,-1.0,0.0,0,nogo,1.0,nogo1
209,-1.0,0.0,0,nogo,1.0,nogo1
210,-1.0,0.0,0,nogo,1.0,nogo1
211,-1.0,0.0,0,nogo,1.0,nogo1
212,-1.0,0.0,0,nogo,1.0,nogo1
213,-1.0,0.0,0,nogo,1.0,nogo1
214,-1.0,0.0,0,nogo,1.0,nogo1
215,-1.0,0.0,0,nogo,1.0,nogo1
216,-1.0,0.0,0,nogo,1.0,nogo1
217,-1.0,0.0,0,nogo,1.0,nogo1
218,-1.0,0.0,0,nogo,1.0,nogo1
219,-1.0,0.0,0,nogo,1.0,nogo1
220,-1.0,0.0,0,nogo,1.0,nogo1
221,-1.0,0.0,0,nogo,1.0,nogo1
222,-1.0,0.0,0,nogo,1.0,nogo1
223,-1.0,0.0,0,nogo,1.0,nogo1
224,-1.0,0.0,0,nogo,1.0,nogo1
225,-1.0,0.0,0,nogo,1.0,nogo1
226,-1.0,0.0,0,nogo,1.0,nogo1
227,-1.0,0.0,0,nogo,1.0,nogo1
228,-1.0,0.0,0,nogo,1.0,nogo1
229,-1.0,0.0,0,nogo,1.0,nogo1
230,-1.0,0.0,0,nogo,1.0,nogo1
231,-1.0,0.0,0,nogo,1.0,nogo1
232,-1.0,0.0,0,nogo,1.0,nogo1
233,-1.0,0.0,0,nogo,1.0,nogo1
234,-1.0,0.0,0,nogo,1.0,nogo1
235,-1.0,0.0,0,nogo,1.0,nogo1
236,-1.0,0.0,0,nogo,1.0,nogo1
237,0.8048399287344066,1.0,0,nogo,1.0,nogo1
238,-1.0,0.0,0,nogo,1.0,nogo1
239,-1.0,0.0,0,nogo,1.0,nogo1
240,-1.0,0.0,0,nogo,1.0,nogo1
241,-1.0,0.0,0,nogo,1.0,nogo1
242,-1.0,0.0,0,nogo,1.0,nogo1
243,-1.0,0.0,0,nogo,1.0,nogo1
244,-1.0,0.0,0,nogo,1.0,nogo1
245,1.2654121918178756,1.0,0,nogo,1.0,nogo1
246,-1.0,0.0,0,nogo,1.0,nogo1
247,-1.0,0.0,0,nogo,1.0,nogo1
248,-1.0,0.0,0,nogo,1.0,nogo1
249,-1.0,0.0,0,nogo,1.0,nogo1
250,-1.0,0.0,0,nogo,1.0,nogo1
251,-1.0,0.0,0,nogo,1.0,nogo1
252,-1.0,0.0,0,nogo,1.0,nogo1
253,-1.0,0.0,0,nogo,1.0,nogo1
254,-1.0,0.0,0,nogo,1.0,nogo1
